,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27
0.01,inf, inf, inf, inf,225376320.22,226358364.87,226629974.69,227183204.52,223531827.00, inf, inf, inf
0.03074074,214297792.31,215653889.80,214394545.69,212799152.77,212583137.65,212503110.14,212604543.39,217273185.98,216545252.67,219583072.63, inf, inf
0.05148148,211158735.25,209898452.14,208139214.26,209160617.28,209123214.83,210751006.10,211417559.82,211330872.86,209709628.41,210144827.98, inf, inf
0.07222222,208378193.41,206796662.54,205799253.73,205511298.01,206068463.38,209316683.42,210525354.93,210497896.42,209308006.00,209882020.22,210491586.76, inf
0.09296296,207816524.41,206275927.04,205524747.55,205070490.46,205777001.40,208015885.57,209349148.13,209724138.65,208216861.75,208647261.85,210423062.53, inf
0.1137037,209323547.02,205010851.85,204876112.90,205022326.32,204711855.54,208061798.99,209445082.08,208989592.77,207588745.69,208559755.16,210298145.42, inf
0.13444444,208236051.88,204967540.71,204881520.04,204825607.55,204651710.81,208003673.75,209413974.83,208976355.94,207565608.84,208540147.90,210301838.13, inf
0.15518518,208250057.04,204954068.73,204990397.22,204928678.28,204766350.10,208118612.84,209433437.32,208124012.11,207793441.36,208603873.69,210371732.44, inf
0.17592592,208247744.93,204926238.46,204960557.65,204719482.52,204783409.82,208106894.42,209495988.54,208223859.59,207779294.68,208599412.80,210410538.99, inf
0.19666666,208210374.83,205173868.26,205070130.20,205090860.62,204947605.67,208122633.57,209372703.54,208070534.28,207802063.90,208640027.56,210400336.99, inf
0.2174074,208166380.09,205171497.27,205128127.06,205142194.21,204904135.79,208095489.49,209414229.03,208113217.44,207843434.34,208627698.61,210449228.67, inf
0.23814814,208154979.01,205144153.19,205072922.06,205253857.11,204918642.77,208193197.43,209371841.01,208069777.43,207820139.33,208651619.62,210405399.54, inf
0.25888888,208160629.09,205214643.43,205096159.63,205178794.36,204895789.96,208124063.22,209378987.14,208121638.79,207829058.54,208673348.61,210424308.81, inf
0.27962962,209000352.47,203747295.80,204662383.35,203982780.83,203706958.28,208357668.51,209682270.53,208018564.19,207999230.37,210798339.10,211250463.78, inf
0.30037036,209934400.53,206249825.70,206277728.98,204268230.62,204075561.17,208796225.55,210619983.64,210834549.97,209573933.66,212186688.13,212189085.11, inf
0.3211111,210863737.64,209645586.55,209692516.57,210046359.37,209957822.85,211623482.80,210743212.72,211884884.41,210502113.97,212592685.04,214678008.66, inf
0.34185184,211710851.76,211789371.28,212899470.30,215990961.42,215420740.47,213122150.07,213829304.36,213696811.84, inf,214516748.35,215188186.54, inf
0.36259258,212788642.61,214138744.38,211213901.96,211485762.94,214253749.22,215081849.41,214961270.90,214919588.94,217190464.81,215924586.63,215836450.98, inf
0.38333332,214009203.14,215184775.20,213305455.49,212592214.13,213900380.55,215061535.37,215090525.20,214946916.35,215603699.31,216686905.24,214890071.74, inf
0.40407406,212217013.19,216132427.73,214797215.82,214319039.65,214346641.60,214932975.63,215889976.04,215427836.71, inf, inf, inf, inf
0.4248148,212349676.58,216855297.92,214319178.73,213100639.25,213037121.75,214524540.23,215802015.50,215363312.78, inf, inf, inf, inf
0.44555554,212562594.02,215733889.16,214279819.62,213930333.50,214150509.55,216118785.84,216833554.73,216515758.62,217253953.56,216460439.07,217547636.57, inf
0.46629628,212481827.19,210839297.35,210792805.29,211569232.05,211519898.12,213083133.64,213110715.20,213165161.37,214485337.16,215424220.78,218011126.60, inf
0.48703702,210617193.21,210630142.20,210570912.29,211740987.89,211650491.89,213262443.19,213017500.14,213451286.46,214303874.25,215510902.21,217820052.80, inf
0.50777776,210704975.58,210544727.00,210527642.55, inf, inf, inf, inf, inf, inf, inf, inf, inf
0.5285185,inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
0.54925924,inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
0.56999998,inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
